StockCode,Description,quantity,revenue
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3,6.24
23611,SET 10 CARDS RED RIDING HOOD 17214,40,99.60000000000001
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,5,8.299999999999999
23613,SET 10 XMAS CARDS & BADGES 17070,8,19.92
23614,SET 10 CARDS 12 DAYS WRAP  17058,24,79.92
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,9.96
23616,SET 10 CARDS JINGLE BELLS 17217,8,19.92
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,2,5.82
23619,SET 10 CARDS POINSETTIA 17093,4,9.96
23620,SET 10 CARDS PERFECT POST 17090,9,22.410000000000004
23621,SET 10 CARDS DAVID'S MADONNA 17074,6,14.940000000000001
23623,SET 10 CARD CHRISTMAS WELCOME 17112,7,20.37
23624,SET 10 CARD PERFECT NATIVITY 17089,4,9.96
23625,SET 6 CARDS SPARKLY REINDEER 17262,9,44.910000000000004
23626,SET 10 CARDS DINKY TREE 17076,43,107.07000000000001
23627,SET 10 CARDS XMAS GRAPHIC  17218,7,17.43
23628,SET 10 CARDS TRIANGLE ICONS  17220,1,2.91
23629,SET 10 CARDS DRESSING UP 17077,24,59.760000000000005
23630,SET 10 CARDS HANGING BAUBLES 17080,2,5.48
23632,SET 10 CARDS CHEERFUL ROBIN 17065,15,31.200000000000003
23633,SET 10 CARDS WORLD CHILDREN 17067,3,7.470000000000001
23634,SET 10 CARDS XMAS CHOIR 17068,4,11.64
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,3,12.48
23636,SET 10 CARDS WISHING TREE 17116,9,26.19
23637,SET 10 CARDS OUT OF ORDER 17216,10,24.900000000000002
23638,SET 10 CARDS ROBIN WATERPUMP  17096,2,5.82
23639,SET 10 CARDS MAGICAL TREE 17086,4,13.32
23640,SET 10 CARDS SCOTTIE DOG 17211,8,19.92
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,1,3.33
23644,SET 10 CARDS CHRISTMAS TREE 16955,5,16.65
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,9,22.410000000000004
23646,SET 10 CARDS JINGLE BELLS 16957,7,17.43
23649,SET 10 CARDS DECK THE HALLS 16960,2,4.98
23650,SET 10 CARDS FILIGREE BAUBLE 16961,4,9.96
23652,SET 10 CARD CHRISTMAS STAMPS 16963,2,5.82
23654,SET 10 CARD SNOWMAN 16965,5,12.450000000000001
23660,HENRIETTA HEN MUG,306,534.66
23661,MILK MAIDS MUG,219,393.59
23664,FLOWER SHOP DESIGN MUG,1,1.65
23681,LUNCH BAG RED VINTAGE DOILY,1577,2526.69
23691,KEEP CALM BIRTHDAY WRAP,50,21
23691,WRAP KEEP CALM BIRTHDAY,1125,460.5
23692,WRAP A PRETTY THANK YOU,50,21
23694,PAISLEY PARK CARD,376,165.07999999999998
23695,DOILY THANK YOU CARD,765,323.32
23697,A PRETTY THANK YOU CARD,456,194.57999999999998
23702,High Resolution Image,4,27
35001G,HAND OPEN SHAPE GOLD,91,279.95
35004B,SET OF 3 BLACK FLYING DUCKS,129,615.3900000000001
35004G,SET OF 3 GOLD FLYING DUCKS,47,157.85
35095A,BLUE VICTORIAN FABRIC OVAL BOX,295,148.5
35095B,RED VICTORIAN FABRIC OVAL BOX,173,87.83
35265,COLOURFUL FLOWER FRUIT BOWL,3,5.85
35400,WOODEN BOX ADVENT CALENDAR,5,44.75
35443,RASTA IN BATH W SPLIFF ASHTRAY,5,4.25
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,1281,573.55
35591T,TURQUOISE CHRISTMAS TREE,2,2.5
35598A,DUSTY PINK CHRISTMAS TREE 60CM,9,26.550000000000004
35598B,BLACK CHRISTMAS TREE 60CM,480,325.8
35598C,found,3,0
35598C,WHITE CHRISTMAS TREE 60CM,2,5.9
35598D,PINK/WHITE CHRISTMAS TREE 60CM,516,340.83000000000004
35599B,BLACK CHRISTMAS TREE 120CM,196,408.36
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,152,370.76
35600A,Found by jackie,1,0
35607B,BLACK FEATHER CHRISTMAS DECORATION,10,1.9
35637A,IVORY STRING CURTAIN WITH POLE,46,89.7
35637C,PINK STRING CURTAIN WITH POLE,14,27.3
35638A,PINK AND BLACK STRING CURTAIN,3,5.85
35638B,PINK/BLUE STRING CURTAIN,2,3.9
35645,VINTAGE BEAD PINK JEWEL BOX,1,4.25
35646,VINTAGE BEAD PINK EVENING BAG,261,383.12
35648,VINTAGE BEAD PINK PURSE,350,340.09999999999997
35649,VINTAGE BEAD COSMETIC BAG,34,84.53
35651,VINTAGE BEAD PINK SCARF,105,173.24999999999997
35810A,ENAMEL PINK COFFEE CONTAINER,50,49.65
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,7,5.81
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",113,42.940000000000005
35818B,"ACRYLIC JEWEL ICICLE, BLUE",7,2.66
35818P,"ACRYLIC JEWEL ICICLE, PINK",227,86.26
35819B,"ACRYLIC HANGING JEWEL,BLUE",258,98.04
35819B,check,18,0
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55
35833P,4 PINK FLOCK CHRISTMAS BALLS,22,27.5
35910B,PINK FLOWERS RABBIT EASTER,1,1.95
35911A,MULTICOLOUR RABBIT EGG WARMER,75,63.529999999999994
35912B,WHITE/PINK CHICK DECORATION,73,77.57000000000001
35913B,WHITE/PINK CHICK EASTER DECORATION,1,0.85
35914,PINK CHICK EGG WARMER + EGG CUP,8,6.8
35915B,BLUE KNITTED HEN,1,0.83
35916A,YELLOW FELT HANGING HEART W FLOWER,1,1.63
35916B,BLUE FELT HANGING HEART WITH FLOWER,2,3.26
35916C,PINK FELT HANGING HEART W FLOWER,1,1.63
35923,CANDY HEART HANGING DECORATION,586,228.54
35924,HANGING FAIRY CAKE DECORATION,100,192.23
35933,PINK STOCKING CHRISTMAS DECORATION,138,54.94
35953,FOLKART STAR CHRISTMAS DECORATIONS,3482,1502.6999999999998
35954,check,24,0
35954,SMALL FOLKART STAR CHRISTMAS DEC,1085,224.49
35961,FOLKART ZINC HEART CHRISTMAS DEC,650,605.54
35964,FOLKART CLIP ON STARS,756,355.9
35965,FOLKART HEART NAPKIN RINGS,24,18.240000000000002
35967,FOLK ART METAL STAR T-LIGHT HOLDER,350,177.01
35968,check,9,0
35968,FOLK ART METAL HEART T-LIGHT HOLDER,70,24.26
35970,ZINC FOLKART SLEIGH BELLS,4448,8182.110000000001
35971,ROSE FOLKART HEART DECORATIONS,167,234.16
35972,DAISY FOLKART HEART DECORATION,27,33.75
37327,adjustment,3,0
37327,ASSTD MULTICOLOUR CIRCLES MUG,88,48.24
37340,MULTICOLOUR SPRING FLOWER MUG,716,457.43999999999994
37370,RETRO COFFEE MUGS ASSORTED,12,19.799999999999997
37413,ICON MUG REVOLUTIONARY,191,74.49
37446,MINI CAKE STAND WITH HANGING CAKES,217,308.25
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,167,263.22999999999996
37448,CERAMIC CAKE DESIGN SPOTTED MUG,294,462.53999999999996
37449,CERAMIC CAKE STAND + HANGING CAKES,120,1101.2
37450,CERAMIC CAKE BOWL + HANGING CAKES,135,402.21000000000004
37462E,"PET MUG, GOLDFISH",15,4.7700000000000005
37467,PIG MUG IN TWO COLOUR DESIGNS,40,15.6
37468,HARDMAN MUG 3 ASSORTED,27,10.530000000000001
37471,MULTICOLOUR POLKADOT PLATE,16,13.6
37475,SET/4 COLOURFUL MIXING BOWLS,20,190.23999999999998
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,2,19.9
37479P,CUBIC MUG FLOCK PINK ON BROWN,72,28.08
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,15,5.85
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,12,4.68
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,6,2.34
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,23,8.97
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,3,9.870000000000001
37495,FAIRY CAKE BIRTHDAY CANDLE SET,144,482.4
37500,TEA TIME TEAPOT IN GIFT BOX,168,1001.94
40001,WHITE BAMBOO RIBS LAMPSHADE,191,152.26999999999998
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,11,9.35
40016,CHINESE DRAGON PAPER LANTERNS,806,252.26
40046A,RED DAISY PAPER LAMPSHADE,18,22.5
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,10,4.2
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,4,1.68
44092C,PURPLE/COPPER HANGING LAMPSHADE,4,3.4
44234,ASSORTED CIRCULAR MOBILE,55,11.55
44235,ASSORTED COLOURED CIRCLE MOBILE,17,7.14
44242B,PINK FEATHERS CURTAIN,32,25.28
45013,FOLDING SHOE TIDY,1,2.95
46000M,POLYESTER FILLER PAD 45x45cm,810,666.5
46000R,POLYESTER FILLER PAD 45x30cm,47,68.14999999999999
46000S,POLYESTER FILLER PAD 40x40cm,1287,967.15
46000U,check,10,0
46000U,POLYESTER FILLER PAD 30CMx30CM,48,60
46118,FUNKY MONKEY CUSHION COVER,103,130.19
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,4,3.4
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,17,201.54999999999998
46776a,WOVEN BUBBLE GUM CUSHION COVER,5,20.65
46776A,WOVEN BUBBLE GUM CUSHION COVER,106,441.88
46776b,WOVEN BERRIES CUSHION COVER,1,4.13
46776B,WOVEN BERRIES CUSHION COVER,97,404.71
46776C,WOVEN FROST CUSHION COVER,72,300.64
46776D,WOVEN SUNSET CUSHION COVER,56,234.56
46776e,WOVEN CANDY CUSHION COVER,1,4.13
46776E,WOVEN CANDY CUSHION COVER,39,164.35
46776f,WOVEN ROSE GARDEN CUSHION COVER,7,28.91
46776F,WOVEN ROSE GARDEN CUSHION COVER,130,542.64
47016,LIGHT DECORATION BATTERY OPERATED,2,4.2
47310M,SMALL POP BOX FUNKY MONKEY,164,234.78
47341B,BLUE TABLE RUN FLOWER,9,11.25
47351B,BLUE  VOILE LAMPSHADE,8,23.6
47367B,PAIR PADDED HANGERS PINK CHECK,6,22.5
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,6,29.060000000000002
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,9,49.27
47420,ASSORTED COLOUR SUCTION CUP HOOK,47,8.93
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,373,149.46
47422,ASSORTED MONKEY SUCTION CUP HOOK,199,80.7
47469,ASSORTED SHAPES PHOTO CLIP SILVER,149,96.85000000000001
47471,RAINBOW PEGS PHOTO CLIP STRING,48,40.11
47480,HANGING PHOTO CLIP ROPE LADDER,175,359.75
47481,50CM METAL STRING WITH  7 CLIPS,15,12.75
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1230,516.6
47503A,check,121,0
47503H,ASS FLORAL PRINT SPIRIT LEVEL,75,59.25
47503H,found,66,0
47504H,ENGLISH ROSE SPIRIT LEVEL,353,371.37
47504K,ENGLISH ROSE GARDEN SECATEURS,619,514.01
47518f,ICON PLACEMAT POP ART ELVIS,2,8.26
47518F,ICON PLACEMAT POP ART ELVIS,137,16.44
47559b,TEA TIME OVEN GLOVE,3,9.870000000000001
47559B,TEA TIME OVEN GLOVE,640,811.35
47563A,RETRO LONGBOARD IRONING BOARD COVER,112,215.48000000000002
47566,PARTY BUNTING,2390,13183.18
47566b,TEA TIME PARTY BUNTING,20,165.79999999999998
47566B,TEA TIME PARTY BUNTING,81,406.79
47567B,TEA TIME KITCHEN APRON,191,1059.8100000000002
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,70,52.5
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,131,119.14999999999999
47580,TEA TIME DES TEA COSY,52,139.82999999999998
47585A,PINK FAIRY CAKE CUSHION COVER,24,114.84
47586A,PINK FAIRY CAKE CUSHION COVER,8,20.4
47590A,BLUE HAPPY BIRTHDAY BUNTING,400,2164.08
47590b,PINK HAPPY BIRTHDAY BUNTING,3,32.37
47590B,PINK HAPPY BIRTHDAY BUNTING,404,2159.1800000000003
47591b,SCOTTIES CHILDRENS APRON,1,4.13
47591d,PINK FAIRY CAKE CHILDRENS APRON,3,14.879999999999999
47591D,PINK FAIRY CAKE CHILDRENS APRON,1312,2484.16
47593b,SCOTTIE DOGS BABY BIB,6,4.9799999999999995
47593B,SCOTTIE DOGS BABY BIB,559,268.60999999999996
47594A,CAROUSEL DESIGN WASHBAG,22,42.9
47594B,SCOTTIES DESIGN WASHBAG,13,25.349999999999998
47599A,PINK PARTY BAGS,262,495.21999999999997
47599B,BLUE PARTY BAGS,289,547.86
48111,DOORMAT 3 SMILEY CATS,657,3564.79
48116,DOORMAT MULTICOLOUR STRIPE,517,2802.95
48129,DOORMAT TOPIARY,424,2341.28
48138,DOORMAT UNION FLAG,1188,7818.82
48173C,DOORMAT BLACK FLOCK,321,2117.58
48184,DOORMAT ENGLISH ROSE,821,5171.35
48185,DOORMAT FAIRY CAKE,845,5119.47
48187,DOORMAT NEW ENGLAND,1128,7132.39
48188,DOORMAT WELCOME PUPPIES,336,2125.32
48194,DOORMAT HEARTS,1013,6489.85
51008,AFGHAN SLIPPER SOCK PAIR,31,106.95
51014A,"FEATHER PEN,HOT PINK",2353,1073.41
51014c,"FEATHER PEN,COAL BLACK",1,0.83
51014C,"FEATHER PEN,COAL BLACK",1541,666.35
51014L,"FEATHER PEN,LIGHT PINK",991,445.16999999999996
62018,SOMBRERO,651,849.45
70006,LOVE HEART POCKET WARMER,260,379.41999999999996
70007,HI TEC ALPINE HAND WARMER,323,420.81
71038,WHITE HANGING BEADS CANDLE HOLDER,76,395
71050,SMALL SINGLE FLAME CANDLE HOLDER,27,9.45
71053,WHITE METAL LANTERN,259,1262.69
71053,WHITE MOROCCAN METAL LANTERN,70,385.29999999999995
71101E,STANDING FAIRY POLE SUPPORT,82,63.46
71270,PHOTO CLIP LINE,72,115.41
71279,PINK GLASS CANDLEHOLDER,48,164.32000000000002
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",37,117.67000000000002
71406C,BLACK ORANGE SQUEEZER,41,17.22
71459,HANGING JAM JAR T-LIGHT HOLDERS,2481,2014.8899999999999
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1606,5279.780000000001
71477,COLOURED GLASS STAR T-LIGHT HOLDER,1013,3584.9100000000003
71495A,CD WALL TIDY BLUE OFFICE,49,18.11
71495B,CD WALL TIDY RED FLOWERS,97,35.39
71496A,A4 WALL TIDY BLUE OFFICE,6,3.1800000000000006
71496B,A4 WALL TIDY RED FLOWERS,9,4.7700000000000005
71510,SQUARE METAL CANDLEHOLDER BASE,13,11.049999999999999
72122,COFFEE SCENT PILLAR CANDLE,107,120.24999999999999
72127,COLUMBIAN CANDLE ROUND,28,33.1
72127,found box,24,0
72128,COLUMBIAN CANDLE ROUND,63,48.33
72130,COLUMBIAN CANDLE ROUND,37,25.03
72131,COLUMBIAN CANDLE RECTANGLE,110,185.7
72132,COLUMBIAN CUBE CANDLE,9,17.55
72133,COLUMBIAN CANDLE RECTANGLE,24,36.05
72134,COLUMBIAN  CUBE CANDLE,44,25.04
72140E,BEST DAD CANDLE LETTERS,7,5.949999999999999
72225C,LAVENDER SCENT CAKE CANDLE,216,62.63999999999999
72232,FENG SHUI PILLAR CANDLE,744,141.36
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,57,235.41
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,246,525.34
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3,12.39
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,152,329.35
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,375,746.73
72369A,PINK CLEAR GLASS CANDLE PLATE,22,27.5
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,489,216.85999999999999
72598,SET/12 TAPER CANDLES,441,383.19
72709,IVORY SCULPTED RND CANDLE,4,3.4
72741,GRAND CHOCOLATECANDLE,2187,2995.77
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,87,876.4899999999999
72780,BLACK SILOUETTE CANDLE PLATE,61,51.849999999999994
72783,BLACK SIL'T SQU CANDLE PLATE,16,33.6
72799C,PINK PILLAR CANDLE SILVER FLOCK,76,114.72000000000001
72799E,IVORY PILLAR CANDLE SILVER FLOCK,320,519.0200000000001
72799F,IVORY PILLAR CANDLE GOLD FLOCK,54,159.3
72800B,4 PURPLE FLOCK DINNER CANDLES,103,181.23
72800C,4 PINK DINNER CANDLE SILVER FLOCK,90,148.07999999999998
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,20,51
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,262,495.3
72801c,4 ROSE PINK DINNER CANDLES,11,27.06
72801C,4 ROSE PINK DINNER CANDLES,22,29.92
72801d,4 SKY BLUE DINNER CANDLES,19,46.74
72801D,4 SKY BLUE DINNER CANDLES,28,42.26
72801G,4 BURGUNDY WINE DINNER CANDLES,9,11.25
72802A,Had been put aside.,54,0
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,79,316.19
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,741,795.75
72802c,VANILLA SCENT CANDLE JEWELLED BOX,1,8.29
72802C,VANILLA SCENT CANDLE JEWELLED BOX,1022,1094.04
72803A,?,117,0
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,426,280.5
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,7,58.029999999999994
72807A,AMAZON,1,0
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,111,487.51
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,122,532.5
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,3,24.869999999999997
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,317,1338.1299999999999
72811,SMALL ZINC/GLASS CANDLEHOLDER,20,35.519999999999996
72812,LARGE ZINC GLASS CANDLEHOLDER,10,41.3
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,716,733.4499999999999
72817,dotcomstock,4,0
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1065,1013.43
72818,CHRISTMAS DECOUPAGE CANDLE,1736,726.9
72819,CUPID DESIGN SCENTED CANDLES,106,199.15
75011,BLUE DAISY MOBILE,35,27.650000000000002
75049L,LARGE CIRCULAR MIRROR MOBILE,1198,1153.4299999999998
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,11,13.75
78033,FLAG OF ST GEORGE CHAIR,9,53.550000000000004
78034B,BLUE NETTING STORAGE HANGER,1,1.95
78124,MAGAZINE RACK GEBRA ASSORTED,86,107.5
79000,MOROCCAN TEA GLASS,12,10.2
79030D,TUMBLER BAROQUE,30,11.7
79051A,SMOKEY GREY COLOUR GLASS,240,85.91999999999999
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",38,7.22
79063D,"RETRO PILL BOX , REVOLUTIONARY",15,2.85
79066k,RETRO MOD TRAY,5,8.149999999999999
79066K,RETRO MOD TRAY,361,309.31
79144B,PAINTED LIGHTBULB STAR+ MOON,82,49.23
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,72,46.26
79149B,SILICON STAR BULB  BLUE,15,6.3
79151B,"SILICON CUBE 25W, BLUE",10,4.2
79157B,UBO-LIGHT TRIOBASE BLUE,4,3.4
79157V,UBO-LIGHT TRIOBASE PURPLE,5,4.25
79160,HEART SHAPE WIRELESS DOORBELL,39,81.9
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,2,5.9
79163,BLACK CHAMPAGNE GLASS,20,7.8
79164,BLACK WINE GLASS,24,9.36
79190A,RETRO PLASTIC 70'S TRAY,170,82.06
79190B,RETRO PLASTIC POLKA TRAY,146,71.57
79190D,RETRO PLASTIC DAISY TRAY,61,29.72
79191B,RETRO PLASTIC POLKA TRAY,69,60.989999999999995
79191C,RETRO PLASTIC ELEPHANT TRAY,345,261.57
79191D,RETRO PLASTIC DAISY TRAY,13,14.17
79302M,"ART LIGHTS,FUNK MONKEY",167,470.13
79321,CHILLI LIGHTS,3829,21272.84
79403,FROSTED WHITE BASE,13,11.049999999999999
79406,FROSTED WHITE BASE,27,7.77
81952V,ROUND PURPLE CLOCK WITH SUCKER,62,11.780000000000001
82001s,SILVER RECORD COVER FRAME,78,581.88
82001s,VINYL RECORD FRAME SILVER,29,216.34
82001S,SILVER RECORD COVER FRAME,287,1067.76
82001S,VINYL RECORD FRAME SILVER,200,777.29
82011A,"BATHROOM SCALES, TROPICAL BEACH",4,15
82011B,BATHROOM SCALES RUBBER DUCKS,26,83.1
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,29,89.55000000000001
82482,WOODEN PICTURE FRAME WHITE FINISH,2600,7182.3
82483,WOOD 2 DRAWER CABINET WHITE FINISH,762,5113.93
82484,WOOD BLACK BOARD ANT WHITE FINISH,1156,7648.09
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,675,5901.09
82486,WOOD S/3 CABINET ANT WHITE FINISH,2,17.9
82494l,WOODEN FRAME ANTIQUE WHITE,82,679.78
82494L,WOODEN FRAME ANTIQUE WHITE,2439,7024.17
82551,LAUNDRY 15C METAL SIGN,918,1456.25
82552,WASHROOM METAL SIGN,864,1413.1999999999998
82567,"AIRLINE LOUNGE,METAL SIGN",240,453.86
82578,KITCHEN METAL SIGN,669,374.89000000000004
82580,BATHROOM METAL SIGN,1380,949.5400000000001
82581,TOILET METAL SIGN,800,485.78000000000003
82582,AREA PATROLLED METAL SIGN,1531,3108.1800000000003
82583,HOT BATHS METAL SIGN,3300,7471.740000000001
82600,check,3,0
82600,N0 SINGING METAL SIGN,1225,2639.42
82600,NO SINGING METAL SIGN,781,1822.0500000000002
82613A,Amazon,1,0
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",29,45.93
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",2,4.92
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",35,49.8
82613D,METAL SIGN CUPCAKE SINGLE HOOK,42,64.6
82616B,FRAPPUCINO SCARF KNITTING KIT,208,301.14
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,200,311.71
84006,MAGIC TREE -PAPER FLOWERS,485,418.48999999999995
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,728,622.91
84016,FLAG OF ST GEORGE CAR FLAG,25,10.5
84029E,RED WOOLLY HOTTIE WHITE HEART.,2691,11582.82
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1485,6686.71
84030e,ENGLISH ROSE HOT WATER BOTTLE,36,331
84030E,ENGLISH ROSE HOT WATER BOTTLE,938,3883.7
84031a,CHARLIE+LOLA RED HOT WATER BOTTLE,1,16.63
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,216,667.71
84031b,CHARLIE LOLA BLUE HOT WATER BOTTLE,1,16.63
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,136,529.66
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,471,1396.0900000000001
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,599,1241.43
84033,FLAG OF ST GEORGE,2,3.3
84050,check,14,0
84050,PINK HEART SHAPE EGG FRYING PAN,382,585.02
84051,ASS COLOUR GLOWING TIARAS,82,69.7
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17045,4504.03
84078A,SET/4 WHITE RETRO STORAGE CUBES,59,2537.13
84086B,YELLOW/BLUE RETRO RADIO,8,23.6
84086C,PINK/PURPLE RETRO RADIO,83,248.39000000000001
84192,ASSORTED COLOUR METAL CAT,41,51.25
84199,GLOW IN DARK DOLPHINS,68,14.28
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,1,0.19
84206A,3 BLACK CATS W HEARTS BLANK CARD,18,3.4200000000000004
84206B,CAT WITH SUNGLASSES BLANK CARD,5,0.95
84206C,CHAMPAGNE TRAY BLANK CARD,3,0.5700000000000001
84212,"ASSORTED FLOWER COLOUR ""LEIS""",1675,766.17
84228,HEN HOUSE WITH CHICK STANDING,12,5.04
84231,EASTER BUNNY WITH BASKET ON BACK,13,8.450000000000001
84247E,PACK OF 12 CHRISTMAS FUN CARDS,108,289.69
84247K,"FOLK ART GREETING CARD,pack/12",2,5.9
84247N,PACK/12 BLUE FOLKART CARDS,9,26.55
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",5,4.1499999999999995
84251B,"GREETING CARD, STICKY GORDON",1,0.19
84251G,"GREETING CARD, OVERCROWDED POOL.",87,18.450000000000003
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,107,446.87
84279P,found,84,0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,401,152.38
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6683,18386.32
84352,SILVER CHRISTMAS TREE BAUBLE STAND,3,50.849999999999994
84356,POMPOM CURTAIN,60,293
84360,TABLE LAMP WHITE SHADE WOOD BASE,15,89.25
84375,SET OF 20 KIDS COOKIE CUTTERS,1418,3190.9500000000003
84378,SET OF 3 HEART COOKIE CUTTERS,2371,3382.2599999999998
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1596,2364.99
84406B,CREAM CUPID HEARTS COAT HANGER,230,974.82
84422,PINK/BLUE DISC/MIRROR STRING,17,6.63
84429A,MEDIUM PINK BUDDHA HEAD,17,52.99000000000001
84452,METAL RABBIT LADDER EASTER,12,10.2
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,12,10.2
84459A,PINK METAL CHICKEN HEART,9,13.41
84465,15 PINK FLUFFY CHICKS IN BOX,1,2.95
84497,BUTTONS AND STRIPES NOTEBOOK,1,3.75
84507C,adjustment,4,0
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,5,12.75
84508A,CAMOUFLAGE DESIGN TEDDY,48,102.60000000000001
84508B,STRIPES DESIGN TEDDY,17,43.349999999999994
84508C,BLUE CIRCLES DESIGN TEDDY,32,86.41999999999999
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,35,261.1
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,201,842.14
84509b,SET OF 4 FAIRY CAKE PLACEMATS,2,14.92
84509B,SET OF 4 FAIRY CAKE PLACEMATS,50,187.5
84509c,SET OF 4 POLKADOT PLACEMATS,13,96.98
84509C,SET OF 4 POLKADOT PLACEMATS,25,104.88
84509E,SET OF 4 CAROUSEL PLACEMATS,19,33.52
84509G,SET OF 4 FAIRY CAKE PLACEMATS,58,169.92
84510A,SET OF 4 ENGLISH ROSE COASTERS,362,493.64
84510c,SET OF 4 POLKADOT COASTERS,14,34.44
84510C,SET OF 4 POLKADOT COASTERS,21,32.3
84510E,SET OF 4 GREEN CAROUSEL COASTERS,21,21.05
84519A,TOMATO CHARLIE+LOLA COASTER SET,148,203.16
84519B,CARROT CHARLIE+LOLA COASTER SET,158,224.74
84522,PINK PARTY SUNGLASSES,1,1.95
84527,FLAMES SUNGLASSES PINK LENSES,1,1.95
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,501,308.73
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,12,9.48
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1093,496.37
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,637,259.61
84549,CROCHET WHITE RABBIT KEYRING,1,3.29
84550,CROCHET LILAC/RED BEAR KEYRING,1,1.65
84551,CROCHET DOG KEYRING,12,19.799999999999997
84558a,3D DOG PICTURE PLAYING CARDS,1,5.79
84558A,3D DOG PICTURE PLAYING CARDS,104,315.32000000000005
84559A,3D SHEET OF DOG STICKERS,153,155.01
84559b,3D SHEET OF CAT STICKERS,1,1.66
